Project_ID,dataset_link,Pubmed,pub_link,isInstrumentOK,isEnriched,phosphatase_inhib,biological_sample,cell_type,primary_type,labelling,labeltype,enzymes,fixed_modifications,variable_modifications,Tissue annotation (as provided by the user- so be careful as might be incorrect),PROJECT.size,Title,Description snipped,Publication_date,Submission Type,No of ASSAY files(applicable for COMPLETE only),PTM annotation (as provided by the user- so be careful as might be incorrect),MS instrument annotation (as provided by the user- so be careful as might be incorrect),Internal PRIDE Tag (curated)
PXD003198,https://www.ebi.ac.uk/pride/archive/projects/PXD003198,27259358,http://europepmc.org/abstract/MED/27259358,TRUE,anti-P-Tyr,FALSE,Two cohorts of pancreatic cancer cell lines,Pancreas cell lines + primary,Pancreatic,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]","[""pancreatic cell line""]",71.43,Characterisation of pancreatic ductal adenocarcinoma subtypes by global phosphotyrosine profiling,Here we use high-resolution mass spectrometry (MS) to characteri,2016-06-09,PARTIAL,0,"[""phosphorylated residue""]","[""LTQ Orbitrap Velos"",""Q Exactive""]",[]
PXD000750,https://www.ebi.ac.uk/pride/archive/projects/PXD000750,24895378,http://europepmc.org/abstract/MED/24895378,TRUE,Anti-P-Tyr,FALSE,Pancreatic metastatic cell lines from autopsies,Metastasis-Pancreas,Pancreatic,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""deamidation"",""Meth_ox""]","[""cell culture""]",20.54,Metastatic pancreatic cancer signaling,Proteomic and signaling alterations among cells isolated from th,2014-08-13,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""6x(13)C,2x(15)N labeled L-lysine"",""monohydroxylated residue"",""6x(13)C,4x(15)N labeled L-arginine"",""acetylated residue""]","[""LTQ Orbitrap XL"",""LTQ Orbitrap Elite""]","[""Biomedical""]"
PXD000496,https://www.ebi.ac.uk/pride/archive/projects/PXD000496,25056879,http://europepmc.org/abstract/MED/25056879,TRUE,TiO2,FALSE,HaCaT,HaCaT,Keratinocytes,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",[],356.83,Proteomics of TGF beta signaling,HaCaT cells were treated with TGF beta1 for different time point,2014-07-01,PARTIAL,0,"[""phosphorylated residue""]","[""Q Exactive""]","[""Biomedical""]"
PXD002255,https://www.ebi.ac.uk/pride/archive/projects/PXD002255,26144840,http://europepmc.org/abstract/MED/26144840,TRUE,IMAC,TRUE,Hepatocellular carcinoma cell line HCCLM6,HCCLM6,Liver,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""Meth_ox""]","[""cell culture"",""blood serum""]",203.57,Enrichment strategy for searching missing protein,Enrichment strategy for searching missing protein is a project u,2015-07-14,COMPLETE,428,"[""ubiquitination signature dipeptidyl lysine"",""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue""]","[""LTQ Orbitrap Velos""]","[""Chromosome-centric Human Proteome Project (C-HPP)"",""Human Proteome Project"",""Biomedical""]"
PXD004252,https://www.ebi.ac.uk/pride/archive/projects/PXD004252,27470094,http://europepmc.org/abstract/MED/27470094,TRUE,TiO2 + IMAC,FALSE,"Liver cancer cell line, HepG2",HepG2,Liver,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""Meth_ox""]","[""cell culture""]",7.95,Modulating the selectivity of affinity absorbents to multi-phosphopeptides by a novel competitive substitution strategy,Although many affinity adsorbents have been developed for phosph,2016-08-03,PARTIAL,0,"[""phosphorylated residue""]","[""Q Exactive""]","[""Technical""]"
PXD001253,https://www.ebi.ac.uk/pride/archive/projects/PXD001253,25225353,http://europepmc.org/abstract/MED/25225353,TRUE,TiO2,FALSE,Hepatocellular carcinoma developed on nonfibrotic liver (nfHCC),Primary-Liver,Liver,iTRAQ,"[""iTRAQ8plex""]","[""Trypsin""]","[""carbamidomethylation"", ""iTRAQ-8plex""]","[""pSTY"",""N-acetylation"",""deamidation"",""Meth_ox""]","[""liver""]",4.65,iTRAQ proteomics of non fibrotic carcinoma on Human Liver,We present a study of hepatocellular carcinoma developed on non-,2014-09-18,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue"",""amidated residue""]","[""LTQ Orbitrap""]","[""Biomedical""]"
PXD000497,https://www.ebi.ac.uk/pride/archive/projects/PXD000497,25538140,http://europepmc.org/abstract/MED/25538140,TRUE,IMAC,FALSE,BRAFV600E melanoma cells,Primary-Melanoma,Melanoma,dimethyl,"[""DiMe8"",""DiMe4""]","[""Trypsin"",""LysC""]","[""carbamidomethylation"",""DiMe8"",""DiMe4""]","[""pSTY"",""Meth_ox""]",[],70.9,Proteomics and phosphoproteomics analysis of melanoma BRAF,Proteomics and phosphosproteomics analysis of BRAF mutant cells.,2014-12-19,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue""]","[""LTQ Orbitrap Velos"",""LTQ Orbitrap Elite"",""Q Exactive""]",[]
PXD001563,https://www.ebi.ac.uk/pride/archive/projects/PXD001563,25850435,http://europepmc.org/abstract/MED/25850435,TRUE,TiO2,FALSE,WM239A melanoma cells,WM239A,Melanoma,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",[],107.38,"ÃƒÂ¯Ã‚Â»Ã‚Â¿A phosphoproteomic comparison of B-RAFV600E and MKK1/2 inhibitors in melanoma cells, part 2",ÃƒÂ¯Ã‚Â»Ã‚Â¿. To provide insight into the molecular nature of clinical resp,2016-02-25,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue"",""acetylated residue""]","[""LTQ Orbitrap Velos""]","[""Biomedical""]"
PXD001560,https://www.ebi.ac.uk/pride/archive/projects/PXD001560,25850435,http://europepmc.org/abstract/MED/25850435,TRUE,TiO2,FALSE,WM239A Melanoma cells harboring a V600D BRAF mutation,WM239A,Melanoma,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",[],135.23,"ÃƒÂ¯Ã‚Â»Ã‚Â¿A phosphoproteomic comparison of B-RAFV600E and MKK1/2 inhibitors in melanoma cells, part 1",ÃƒÂ¯Ã‚Â»Ã‚Â¿To provide insight into the molecular nature of the clinical re,2016-02-25,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue"",""acetylated residue""]","[""LTQ Orbitrap Velos""]","[""Biomedical""]"
PXD000681,https://www.ebi.ac.uk/pride/archive/projects/PXD000681,24804581,http://europepmc.org/abstract/MED/24804581,TRUE,Anti-P-Tyr,FALSE,"Epidermoid carcinoma cell line, A431",A431,Squamous cell carcinoma,dimethyl,"[""DiMe8"",""DiMe4""]","[""Trypsin"",""LysC""]","[""carbamidomethylation"",""DiMe8"",""DiMe4""]","[""pSTY"",""N-acetylation"",""Meth_ox""]","[""cell culture""]",57.73,Probing tyrosine kinase inhibitors specificity,"Using a three-pronged MS-based proteomic approach, we assessed t",2014-05-11,PARTIAL,0,"[""phosphorylated residue"",""iodoacetamide derivatized residue"",""monohydroxylated residue""]","[""LTQ Orbitrap"",""LTQ Orbitrap Velos"",""TripleTOF 5600"",""LCQ Classic"",""LTQ Orbitrap Elite""]","[""PRIME-XS Project"",""Biomedical""]"
PXD001060,https://www.ebi.ac.uk/pride/archive/projects/PXD001060,25394399,http://europepmc.org/abstract/MED/25394399,TRUE,IMAC + TiO2,TRUE,"Epidermoid carcinoma cell line, A431",A431,Squamous cell carcinoma,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",[],47.1,Fe-IMAC column based phospho enrichment,Fe-IMAC columns for robust and reproducible phosphopeptide ernic,2015-08-19,PARTIAL,0,"[""phosphorylated residue"",""monohydroxylated residue"",""acetylated residue""]","[""LTQ Orbitrap Velos""]","[""Technical""]"
PXD000863,https://www.ebi.ac.uk/pride/archive/projects/PXD000863,25106551,http://europepmc.org/abstract/MED/25106551,TRUE,IMAC,FALSE,"Epidermoid carcinoma cell line, A431",A431,Squamous cell carcinoma,label-free & TMT,"[""TMT6plex""]","[""Trypsin""]","[""carbamidomethylation"",""TMT6plex""]","[""pSTY"",""N-acetylation"",""Meth_ox""]","[""lung"",""kidney"",""ovary"",""spleen"",""liver"",""prostate gland"",""testis""]",135.76,Ion mobility tandem mass spectrometry enhances performance of bottom-up proteomics,We describe a novel method utilizing ion mobility-based concentr,2015-08-18,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""TMT6plex-126 reporter+balance reagent acylated residue"",""acetylated residue""]","[""Synapt MS""]","[""Technical""]"
PXD002850,https://www.ebi.ac.uk/pride/archive/projects/PXD002850,26699800,http://europepmc.org/abstract/MED/26699800,TRUE,TiO2,FALSE,fibroblasts normal healthy neonatal foreskin,Fibroblast,Fibroblast,dimethyl,"[""DiMe8"",""DiMe4""]","[""Trypsin"",""LysC""]","[""carbamidomethylation"",""DiMe8"",""DiMe4""]","[""pSTY"",""N-acetylation"",""deamidation"",""Meth_ox""]","[""cell culture""]",219.23,ROS-activated ATM-dependent phospho-signaling,ATM (ataxia-telangiectasia mutated) protein plays a central role,2016-01-04,PARTIAL,0,"[""phosphorylated residue""]","[""LTQ Orbitrap Velos""]","[""Biological"",""Biomedical""]"
PXD000523,https://www.ebi.ac.uk/pride/archive/projects/PXD000523,24961811,http://europepmc.org/abstract/MED/24961811,TRUE,IMAC + TiO2,FALSE,Human diploid fibroblast (HDF) cell line,Fibroblast,Fibroblast,dimethyl,"[""DiMe8"",""DiMe4""]","[""Trypsin"",""LysC""]","[""carbamidomethylation"",""DiMe8"",""DiMe4""]","[""pSTY"",""Meth_ox""]","[""cell culture""]",43.67,"Phosphoproteome dynamics in onset and maintenance of Oncogene-Induced Senescence, phosphoproteome dataset",Expression of the BRAFV600E oncoprotein is known to cause benign,2015-01-12,PARTIAL,0,"[""4x(2)H labeled dimethylated residue"",""dimethylated residue"",""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue"",""2x(13)C,6x(2)H labeled dimethylated L-arginine""]","[""LTQ Orbitrap Velos""]","[""PRIME-XS Project""]"
PXD000985,https://www.ebi.ac.uk/pride/archive/projects/PXD000985,25219547,http://europepmc.org/abstract/MED/25219547,TRUE,TiO2,FALSE,"Prostate cancer cell line, LNCaP",LNCaP,Prostate,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]",,"[""pSTY"",""Meth_ox""]","[""prostate cancer cell line""]",40.73,Quantitative phosphoproteomics analysis of olfactory receptor signaling in prostate cancer cells,The olfactory receptor PSGR1 is not only expressed in olfactory,2016-07-08,PARTIAL,0,"[""phosphorylated residue""]","[""LTQ Orbitrap""]","[""Biomedical""]"
PXD000238,https://www.ebi.ac.uk/pride/archive/projects/PXD000238,24248375,http://europepmc.org/abstract/MED/24248375,TRUE,anti-P-Tyr,FALSE,Metastatic castration-resistant prostate cancer (CRPC),Primary-Prostate,Prostate,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""Meth_ox""]",[],7.36,Phosphoproteomic Analysis of Lethal Castration Resistant Prostate Cancer Reveals Patient but not Metastatic Site Heterogeneity of Tyrosine Kinase Activation,"Tissue lysis was performed as previously described (Drake, J.M.,",2013-11-21,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue""]","[""LTQ Orbitrap""]",[]
PXD002286,https://www.ebi.ac.uk/pride/archive/projects/PXD002286,27499020,http://europepmc.org/abstract/MED/27499020,TRUE,TiO2 + P-Tyr,FALSE,Castration-resistant prostate cancer from autopsy ,Primary-Prostate,Prostate,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",[],39.17,Phospo-proteomic profiling of Castration Resistant Prostate Cancer,The integration of diverse ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“omicÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ datasets will increase our und,2016-08-19,PARTIAL,0,"[""phosphorylated residue""]","[""Q Exactive""]","[""Biomedical""]"
PXD000970,https://www.ebi.ac.uk/pride/archive/projects/PXD000970,28087597,http://europepmc.org/abstract/MED/28087597,TRUE,IMAC,FALSE,Glioma initiating cells,Primary-Glioma,Neuro,dimethyl,"[""DiMe8"",""DiMe4""]","[""Trypsin"",""LysC""]","[""carbamidomethylation"",""DiMe8"",""DiMe4""]","[""pSTY"",""Meth_ox""]","[""cell culture""]",72.05,Glioma stem cells,Glioma stem cells treated with a drug (niguldipine) and the earl,2017-02-02,PARTIAL,0,"[""phosphorylated residue"",""monohydroxylated residue""]","[""LTQ Orbitrap Elite"",""Q Exactive""]","[""PRIME-XS Project"",""Biomedical""]"
PXD002614,https://www.ebi.ac.uk/pride/archive/projects/PXD002614,26670566,http://europepmc.org/abstract/MED/26670566,TRUE,TiO2,FALSE,Glioblastoma stem cells (GB2 cells),GB2,Neuro,SILAC,"[""Arg10"",""Lys8""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox"",""pyro-glu""]",,,,,2016-01-13,,,,,
PXD001115,https://www.ebi.ac.uk/pride/archive/projects/PXD001115,25921289,http://europepmc.org/abstract/MED/25921289,TRUE,TiO2,FALSE,Neuroblastoma cells SH-SY5Y,SH-SY5Y,Neuro,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox"",""pyro-glu""]",[],120.51,Proteomics of NGF-TrkA signaling dynamics in neuroblastoma cells,We used quantitative mass spectrometry-based proteomics to unrav,2015-05-06,PARTIAL,0,"[""phosphorylated residue""]","[""Q Exactive""]","[""Biomedical""]"
PXD002635,https://www.ebi.ac.uk/pride/archive/projects/PXD002635,26378887,http://europepmc.org/abstract/MED/26378887,TRUE,IMAC,TRUE,"Neuroblastoma cell line, SK-N-BE(2) ",SK-N-BE(2),Neuro,dimethyl,"[""DiMe4""]","[""Trypsin""]","[""carbamidomethylation"",""DiMe4""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",[],32.73,Evaluation of of kinase acitivity profiling using chemical proteomics,Evaluation of kinase binding to immobilized inhibitors upon kin,2016-01-04,PARTIAL,0,"[""phosphorylated residue""]","[""LTQ Orbitrap Elite"",""Q Exactive""]","[""Technical"",""Biological""]"
PXD004945,https://www.ebi.ac.uk/pride/archive/projects/PXD004945,27834733,http://europepmc.org/abstract/MED/27834733,TRUE,TiO2,FALSE,Immortalised human astrocytes (NHAs) zip file,Primary-Glioblastoma,Neuro,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]","[""cell culture""]",31.99,Glioma proteome,"In the present study, we applied a quantitative MS-based strateg",2016-12-23,PARTIAL,0,"[""phosphorylated residue"",""6x(13)C labeled residue""]","[""LTQ Orbitrap Velos"",""Orbitrap Fusion""]","[""Biological""]"
PXD001180,https://www.ebi.ac.uk/pride/archive/projects/PXD001180,25307156,http://europepmc.org/abstract/MED/25307156,TRUE,TiO2,FALSE,Prefrontal cortical brain regions,Brain,Neuro,label-free,NA,"[""Trypsin"",""LysC""]",,"[""pSTY"",""Meth_ox""]","[""brain""]",3.42,Human brain phosphoproteome analyzed by refined phosphopeptide enrichment and high resolution LC-MS/MS,"AlzheimerÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s disease (AD) is the most common form of dementia, ch",2015-01-28,PARTIAL,0,"[""phosphorylated residue""]","[""LTQ Orbitrap Elite""]","[""Biological""]"
PXD000597,https://www.ebi.ac.uk/pride/archive/projects/PXD000597,24501219,http://europepmc.org/abstract/MED/24501219,TRUE,TiO2,FALSE,Primary blood outgrowth endothelial cells,Primary-BOECs,Endothelial,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]","[""blood""]",132.91,Quantitative phosphoproteomics unveils temporal dynamics of thrombin signaling in human endothelial cells,Thrombin is the key serine protease of the coagulation cascade a,2014-02-06,PARTIAL,0,"[""phosphorylated residue"",""iodoacetamide derivatized residue"",""monohydroxylated residue"",""acetylated residue""]","[""LTQ Orbitrap Elite""]","[""Biomedical""]"
PXD001186,https://www.ebi.ac.uk/pride/archive/projects/PXD001186,25573745,http://europepmc.org/abstract/MED/25573745,TRUE,TiO2,FALSE,Human umbilical vein endothelial cells (HUVEC),HUVEC,Endothelial,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",[],47.87,A role for CPT1A to prevent blood vessel permeability revealed by in depth proteomics,Endothelial cells (ECs) line the inner wall of blood vessels and,2015-01-28,PARTIAL,0,"[""phosphorylated residue""]","[""LTQ Orbitrap Elite""]","[""Biomedical""]"
PXD000462,https://www.ebi.ac.uk/pride/archive/projects/PXD000462,24023389,http://europepmc.org/abstract/MED/24023389,TRUE,IMAC + anti-P-Tyr,FALSE,Adult Human Dermal Microvascular Endothelial Cell,HDMVEC,Endothelial,iTRAQ,"[""iTRAQ8plex""]","[""Trypsin""]","[""carbamidomethylation"", ""iTRAQ-8plex""]","[""pSTY"",""Meth_ox""]",[],2.74,VEGF Study in Primary Human Endothelial Cells,The process of angiogenesis is under complex regulation in adult,2014-04-14,PARTIAL,0,"[""iTRAQ8plex-116 reporter+balance reagent acylated residue"",""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue""]","[""LTQ Orbitrap Elite""]","[""Biomedical""]"
PXD004340,https://www.ebi.ac.uk/pride/archive/projects/PXD004340,27554326,http://europepmc.org/abstract/MED/27554326,TRUE,anti-P-Tyr,FALSE,"derived from HUVEC, ECV-304",ECV-304,Endothelial,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""Meth_ox""]","[""cell culture""]",6.03,Profiling of spreading- coupled protein tyrosine phosphorylation,Protein tyrosine phosphorylation is an important mechanism that,2016-09-27,PARTIAL,0,"[""phosphorylated residue""]","[""LTQ Orbitrap Elite""]","[""Biological""]"
PXD003115,https://www.ebi.ac.uk/pride/archive/projects/PXD003115,26657352,http://europepmc.org/abstract/MED/26657352,TRUE,IMAC,FALSE,Gastric (cancer + normal),Primary-Gastric,Gastric,iTRAQ,"[""iTRAQ4plex""]","[""Trypsin""]","[""carbamidomethylation"", ""iTRAQ-4plex""]","[""pSTY"",""Meth_ox""]","[""stomach""]",460.77,PGRC Cancer Proteome Study of Gastric Tissue,The goal of the project is to analyze different layers of proteo,2016-03-18,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""iTRAQ4plex-116 reporter+balance reagent acylated residue"",""monohydroxylated residue"",""deamidated residue""]","[""Q Exactive""]","[""Biomedical""]"
PXD001543,https://www.ebi.ac.uk/pride/archive/projects/PXD001543,26437602,http://europepmc.org/abstract/MED/26437602,TRUE,TiO2 + IMAC,FALSE,skeletal muscle biopsies,Muscle,Muscle,TMT,"[""TMT10plex""]","[""Trypsin"",""LysC""]","[""carbamidomethylation"", ""TMT10plex""]","[""pSTY"",""Meth_ox"",""Nter-TMT""]","[""skeletal muscle""]",49.45,The exercise-regulated skeletal muscle phosphoproteome,Four healthy male volunteers (age: 24 - 27; BMI: 24.2 - 25.9 kg/,2016-06-29,PARTIAL,0,"[""iodoacetamide derivatized residue"",""phosphorylated residue"",""monohydroxylated residue"",""TMT6plex-126 reporter+balance reagent acylated residue""]","[""Q Exactive""]","[""Biomedical""]"
PXD002765,https://www.ebi.ac.uk/pride/archive/projects/PXD002765,28062706,http://europepmc.org/abstract/MED/28062706,TRUE,TiO2,FALSE,ASP14 cells (Ewing sarcoma),A673,Sarcoma,SILAC,"[""Arg10"",""Lys8"",""Arg6"",""Lys4""]","[""Trypsin"",""LysC""]","[""carbamidomethylation""]","[""pSTY"",""Meth_ox""]",,,,,2017-04-19,,,,,
PXD005214,https://www.ebi.ac.uk/pride/archive/projects/PXD005214,28270605,http://europepmc.org/abstract/MED/28270605,TRUE,IMAC,FALSE,Plasma microvesicles and exosomes,Primary-Breast-MicroAndExo,Plasma,label-free,NA,"[""Trypsin""]","[""carbamidomethylation""]","[""pSTY"",""N-acetylation"",""Meth_ox""]",,,,,2017-03-23,,,,,
